지하철역,4승,4하,5승,5하,6승,6하,7승,7하,8승,8하,9승,9하,10승,10하,11승,11하,12승,12하,13승,13하,14승,14하,15승,15하,16승,16하,17승,17하,18승,18하,19승,19하,20승,20하,21승,21하,22승,22하,23승,23하,24승,24하,1승,1하,2승,2하,3승,3하
2호선 충정로(경기대입구),30,2,3019,939,6099,5138,15802,20048,21252,59712,13421,27271,10025,12064,10588,9421,10917,9827,11966,10918,12293,10534,13435,10666,16053,11623,24664,15108,46899,20707,15831,15207,9732,9606,9968,10036,8431,11492,1199,3859,1,68,0,2,0,0,0,0
2호선 용답,4,0,2474,212,2872,905,7261,1732,11831,3248,6245,2388,3712,2401,3676,2733,4100,3246,4497,3771,4253,3623,4095,4532,4870,5625,4539,6185,3755,9802,2190,6880,1273,4346,1172,5177,1145,5607,281,2192,0,3,0,0,0,0,0,0
2호선 신답,0,0,869,85,1563,460,6481,979,9545,1743,4144,1104,2222,959,1901,1217,1997,1410,1872,1539,1742,1708,1726,2497,1770,2999,1863,4120,2243,9051,1003,7029,549,3173,502,3404,451,3474,92,1567,0,0,0,0,0,0,0,0
2호선 신설동,30,0,1166,426,1222,2431,3434,5723,5939,13558,3843,7980,3604,5934,4513,5992,5669,6108,6482,6519,7084,5979,8399,5502,8731,4442,11224,4916,11099,5711,4584,3987,2746,2557,2568,2225,1922,2498,362,1171,3,202,0,0,0,0,0,0
2호선 도림천,1,0,260,292,1047,874,3194,4910,3487,6187,1884,2207,1781,1583,1593,1256,2557,1907,1657,1430,2348,1800,2579,1512,3090,1774,3000,2240,3938,2827,2331,2697,960,1574,1107,1464,424,1560,166,723,1,43,0,0,0,0,0,0
2호선 양천구청,11,0,4244,847,11052,2310,33040,5219,29079,9705,15168,4738,9843,4127,8733,4684,9431,5954,8538,6837,7254,7030,7101,8970,7557,11216,9326,17354,9093,28464,3725,25601,2787,14218,2091,12962,2264,13343,635,7127,2,442,0,0,0,0,0,0
2호선 신정네거리,48,3,7732,1097,16045,4025,49679,5227,44191,11927,22336,7961,15032,7166,13298,8383,13707,9395,13230,11016,11702,11462,11317,14987,12825,18522,13454,26591,12157,46169,7022,37598,5062,20052,4231,17418,3870,18906,919,9038,4,386,0,0,3,3,0,0
2호선 용두(동대문구청),25,0,1100,151,1463,752,4868,2165,7874,6649,4005,3341,3074,3135,3299,3221,3661,3069,3794,3694,4006,3981,4192,4368,4461,4245,4791,4299,6136,7420,2479,5561,1560,2756,1288,2909,824,2553,188,1197,0,14,0,0,0,0,0,0
3호선 지축,1,0,1606,605,6404,3122,19083,2939,18392,3415,8194,2495,5451,1937,4890,2610,4760,3228,4788,3328,4239,3779,4649,4529,6449,6307,5789,7988,4432,15875,2210,12811,1285,8469,839,6908,762,8396,332,2749,0,1,1,1,1,1,0,0
3호선 구파발,121,2,8934,1465,29284,9106,84926,22353,78403,27994,39723,25093,26231,23416,25540,20250,26841,22555,25070,23777,25234,24239,29728,25222,34255,29965,35147,39236,29726,65767,18181,60057,13253,33021,12597,29975,10552,28020,1775,17123,8,1926,0,7,0,0,0,0
3호선 연신내,232,11,24925,1627,50685,10905,133812,23133,157171,32080,84183,32840,54050,31525,50185,34315,54621,35978,51955,40791,47959,42597,47985,53755,55560,65235,51647,84125,48172,135574,32299,123712,25036,65293,26405,60353,23357,61465,3755,32066,3,1409,0,0,0,0,0,0
3호선 불광,10,3,8637,1105,18524,5747,51423,10129,60954,31313,34187,29131,22601,24627,21890,22049,23182,23282,24406,25072,24466,25020,24884,27921,26292,31270,27824,37610,30007,57759,17045,48742,12589,27716,11504,22740,8460,24659,1658,11103,1,184,0,0,0,0,0,0
3호선 녹번,15,1,9065,712,22918,4737,63260,7754,73984,18339,39498,9417,23522,8682,18870,9063,19414,10575,18186,11420,15678,12941,14462,15700,15968,22637,17264,31080,19180,55817,9004,50098,6383,29289,5569,25893,4252,27378,893,11193,0,64,0,0,0,0,0,0
3호선 홍제,41,3,8357,1380,22134,9302,61019,11443,69304,24931,39677,19331,27656,16909,25110,16057,27014,17651,25840,19738,24263,21270,23791,25434,26999,31320,28800,38152,26660,60144,14554,50709,10297,28868,8674,26785,6632,26076,1197,11874,0,0,0,0,0,0,0,0
3호선 무악재,23,0,1659,286,4951,2478,14579,2909,16704,5940,9379,3348,6212,3359,5609,3394,5435,3660,5330,4023,4632,4383,4305,5335,5330,6631,6098,8971,6548,14895,2975,13044,2144,7890,1915,6662,1388,7719,328,3412,0,0,0,0,0,0,0,0
3호선 독립문,112,1,5006,682,5681,5362,15610,15024,18526,20795,13309,12766,11075,12317,10588,10259,11522,9877,11230,10954,11868,10324,13002,10289,15741,10901,14441,13939,16479,16615,7587,14213,5109,8311,4039,7693,3298,8184,608,3317,2,1876,0,0,1,0,0,0
3호선 경복궁(정부서울청사),61,0,2288,1553,4995,12794,13014,43169,19545,106660,17707,48526,13147,28225,15127,26407,17066,25573,20923,26802,24982,24411,31948,21126,41199,21575,58815,23442,93325,28486,38686,18271,28764,9928,32507,9004,23553,10404,2478,3914,4,115,0,2,0,0,0,0
3호선 안국,11,1,1577,1379,2822,18951,5899,92731,7985,99788,7730,55726,8448,33887,12121,34798,16815,32380,19748,35057,25325,32781,35871,25913,50595,21977,93444,19595,104214,18377,44138,9217,31985,4863,30592,4087,18837,4464,2171,1984,1,27,0,0,0,0,0,0
3호선 종로3가,18,0,422,978,1036,5553,1534,14251,1915,45463,3125,45389,4834,29583,7314,22820,8811,21483,10380,20691,12235,19865,15823,17125,18270,15251,28323,14692,50199,14255,33639,7049,17685,2550,20921,1945,15013,1818,2411,979,2,113,0,1,0,0,0,0
3호선 을지로3가,9,0,481,820,888,7626,1827,32531,2737,76160,3688,34454,4456,15432,6358,12266,7574,11819,9519,12053,11828,10591,13770,10596,16707,10233,34711,11641,64520,13348,27812,6575,17180,2505,19022,1728,16667,1773,1850,796,0,62,1,0,0,0,0,0
3호선 충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,3,0,5,0,4,0,3,0,1,0,1,0,6,0,5,0,2,0,0,0,0,0,0,0
3호선 동대입구,34,1,1582,980,2144,9788,5229,14435,6946,49155,5724,24490,4699,14160,5915,12713,7038,12156,8266,12927,10569,10692,12359,8121,17569,8648,34860,10395,33123,12535,15812,7433,10863,3615,13153,4408,11847,4537,1532,1784,1,204,0,0,0,0,0,0
3호선 약수,92,1,5920,872,10031,5132,25239,15841,37662,33203,24363,20073,17118,13587,16074,13391,17938,14035,17973,14423,18327,16126,18276,17312,20947,21211,24110,27302,32469,40618,17539,26804,13921,16967,15124,15583,11992,17761,1981,5970,3,1048,0,0,0,0,0,0
3호선 금호,50,28,4556,533,9707,2882,27254,4845,35351,9005,21455,6797,13257,6191,11588,6660,11902,7871,11971,9132,9886,9699,10147,12655,10893,14189,11531,20566,11690,30905,7358,23040,5608,14879,4942,12814,4078,14987,780,4456,0,1,0,0,0,0,0,0
3호선 옥수,264,23,2632,901,9218,4372,23092,8955,30229,14752,19291,10381,13316,8756,12419,9639,13088,10884,14016,12186,13600,11953,14125,14669,15842,17252,17126,23370,18063,33552,11121,25592,8221,15739,7637,14204,6024,17253,1350,5206,19,333,0,0,0,0,0,0
3호선 압구정,51,3,2868,1954,7576,21149,15346,44865,22590,134939,17917,158398,21774,73381,28504,53674,33163,45952,35849,51718,44168,47369,52712,42298,63911,43756,88836,49630,133409,55435,95660,31063,72694,14071,58731,10640,44261,11580,4925,3707,8,714,0,0,0,0,0,0
3호선 신사,28,4,2484,1460,5186,19591,10408,43869,17264,113617,13127,138649,16783,65334,22541,45429,26623,46431,30384,51189,38093,49211,46605,45387,58606,46181,85416,53452,137641,68475,97273,33958,63158,13097,78586,9297,71420,9350,6121,4025,0,38,0,0,0,0,0,0
3호선 잠원,0,0,902,462,4391,5187,12059,6888,15094,10055,9331,6588,5940,4525,6317,5015,6903,5538,6984,6355,6425,5937,7043,6650,9400,7488,10652,10073,10416,14384,6407,10605,4187,6188,4257,6100,3567,8196,523,2534,0,1,0,0,0,0,0,0
3호선 고속터미널,125,2,4641,2869,6494,25834,23347,40849,38641,66452,39731,85708,41066,76112,51599,81260,62992,76318,68841,78472,76121,80914,86411,83325,98537,80803,116225,86990,123388,101453,98571,64612,108637,35958,68047,28198,42419,22094,8496,8017,3,217,0,0,0,0,0,0
3호선 교대(법원.검찰청),12,0,975,606,3155,6295,7570,19125,11623,49238,9117,33270,10336,14954,13120,10351,14526,9937,17888,10833,19937,9874,21757,9361,24684,9776,39035,12224,64873,16221,27519,8871,21625,4204,25019,3298,27753,3844,2359,1597,0,16,0,0,0,0,0,0
3호선 남부터미널(예술의전당),16,1,2343,1397,7736,21914,25856,57447,38109,159717,30026,80671,27705,45701,31750,34460,34395,34666,37562,39635,37610,40674,43631,39156,52174,41712,85098,45666,138736,55626,64650,37586,43136,21977,41133,17037,30224,15758,4473,6437,0,26,0,0,0,0,0,0
3호선 양재(서초구청),99,1,5065,2455,13076,38740,34187,104754,44447,242562,30786,125264,27908,53116,31580,40646,35022,38657,39372,43954,41600,39558,51049,39105,63899,40458,116517,55042,203488,71593,93282,49977,60114,29591,58372,26359,44214,25631,4755,9409,3,722,0,0,0,0,0,0
3호선 매봉,3,0,1247,429,6432,8315,16223,21191,18955,67235,13293,40459,10671,13931,10954,11675,10896,11017,12634,11681,14092,10384,16085,11379,18976,12063,33499,16389,62861,22810,25228,15891,14802,9001,17103,7581,11474,8963,1487,3317,1,293,0,0,0,0,0,0
3호선 도곡,14,1,908,364,3528,4536,8785,14561,10708,22277,6735,16222,5347,7596,5481,6362,5961,6622,6655,7045,7149,6047,9076,6010,11870,6679,16451,7785,18939,10465,9889,8790,6302,5042,5715,4575,4934,5527,712,1700,4,702,0,0,0,0,0,0
3호선 대치,3,0,2169,773,10606,8204,24842,19089,22804,25765,13012,16871,10514,12473,10571,11572,13083,14007,13617,16228,13573,15563,15908,16105,17429,22971,24804,26533,28429,27797,17956,22356,12000,12002,16151,10737,29825,12362,2216,4532,0,2,0,2,0,0,0,0
3호선 학여울,2,1,480,245,1783,1754,3651,3333,4014,7296,2505,4700,2044,3487,2278,2761,2816,2874,3104,3109,3210,3044,3859,3020,4677,2935,5756,3151,6883,4195,3035,3292,1776,2021,1439,1735,1207,2366,183,871,0,1,0,0,0,0,0,0
3호선 대청,53,0,3312,1080,10141,6443,26766,15359,29707,26452,15773,10654,12066,7591,11604,7389,11264,8618,12293,9123,11590,9460,14356,12103,21618,13812,21618,17298,26544,25013,11042,21999,7032,13690,6073,12345,4867,15282,972,5691,0,63,0,0,0,0,0,0
3호선 일원,7,2,2117,1359,7854,8613,21732,29351,20792,25270,13843,17255,13909,14219,14492,10587,14321,12375,13618,14487,14342,11592,18860,11542,24995,10245,31888,12909,17293,17893,8767,15767,5665,9895,4174,9337,3370,11380,727,3597,0,51,0,0,0,0,0,0
3호선 수서,224,2,4403,1873,11521,14318,33178,32828,40151,51719,26310,29665,24602,20850,20210,16611,24660,19976,24212,19909,18570,20300,28636,23858,33863,26323,39492,31816,50372,45354,23442,35621,21026,23135,14611,18693,13122,22196,3033,6705,3,519,0,0,0,0,0,0
3호선 가락시장,14,0,2555,645,6871,5271,19223,10949,21498,30759,14224,15243,12318,10532,12676,10580,12595,11059,13037,11788,13358,12209,14154,13661,15791,14901,19131,17536,28984,23388,12312,17131,8847,11034,8650,8851,6704,9883,931,3895,4,889,0,0,0,0,0,0
3호선 경찰병원,11,1,2380,154,6830,2735,22355,8594,25184,30469,13919,14530,11066,9175,9346,6668,8578,7033,9282,9033,9080,8041,9686,8321,9771,9311,14919,13057,20840,20467,7080,17191,5407,10224,5789,8364,3710,9112,502,3585,2,679,0,0,0,0,0,0
3호선 오금,8,0,3618,5,7058,2243,25313,5439,29136,13394,14146,5080,8395,4466,6956,3929,7268,4889,7237,5330,5901,5104,5935,7208,7489,8670,9768,12631,11254,20230,5145,16065,3316,9736,2915,8775,2548,10815,355,4204,2,1061,0,0,0,0,0,0
4호선 수유(강북구청),69,3,19189,3096,44218,11799,114476,19801,124682,56002,72634,36714,49749,28251,45606,29817,47416,33388,47084,37469,43859,40626,43782,49091,48141,61633,54452,78575,59928,123868,35113,111791,26101,62751,26078,56840,23828,53841,5410,29599,0,52,0,0,0,0,0,0
4호선 미아(서울사이버대학),48,5,10378,1542,20358,4501,48866,16083,54869,31306,31639,17241,22002,13885,20076,15232,21224,15220,21570,16918,20448,19127,21078,23409,24659,26677,24368,32686,27477,48322,15976,40831,9974,24486,9402,22248,7509,20946,1561,12457,2,6,0,0,0,0,0,0
4호선 미아사거리,70,0,13580,1937,36620,7596,96741,19676,104574,32484,57707,30415,39052,26636,36063,26889,37509,30134,37973,31993,36585,34945,38377,44067,43771,52276,41814,66087,42923,103451,30652,85125,28686,46929,19065,42648,15680,39147,3279,19150,4,1,0,0,0,0,0,0
4호선 길음,12,1,9010,2013,28315,8213,82994,12629,86012,27701,43860,19692,28255,15707,24756,17313,25823,18532,25875,21651,23394,21909,23852,26112,26958,34047,32332,46796,29677,74984,17541,63214,12810,35876,10383,33405,11101,36728,2451,14904,1,0,0,0,0,0,0,0
4호선 성신여대입구(돈암),33,5,5113,1668,16667,5718,45479,16762,55037,32637,33004,25034,24015,20854,23899,22044,27558,24210,28715,26212,27712,27429,30501,29996,34563,35101,40646,45944,44528,67109,28985,51858,26079,29285,30618,26996,27275,29026,4512,13616,1,2,0,0,0,0,0,0
4호선 한성대입구(삼선교),48,8,6178,1005,12195,6393,31400,19488,37656,30409,24111,21193,17893,15618,16989,14988,19968,16623,20249,18343,19184,17332,20888,18558,29420,21322,30355,27884,31854,36552,16828,30388,12958,18850,12585,17239,10868,20133,2114,9328,1,1814,0,0,0,0,0,0
4호선 혜화,23,0,2488,2559,6572,21368,16752,49341,20520,120189,21799,76513,27854,51158,31682,46467,32760,53715,35497,67917,44517,61205,62073,46817,71862,44539,91691,52912,114279,61032,61896,43935,57005,16518,83704,15833,63366,17178,8195,7670,1,198,0,0,0,0,0,0
4호선 동대문,237,10,5748,3012,3321,13470,5250,38090,7163,81925,11910,68866,17618,55406,24783,49949,30151,41178,33304,39993,42913,38762,49865,31040,58034,23483,85199,16734,71105,12616,32555,14689,21136,10258,23355,6271,13010,5439,3071,5373,3,83,0,0,0,1,0,0
4호선 동대문역사문화공원(DDP),247,2,7664,1249,4377,11253,6641,25479,7805,68594,7220,36014,7833,22789,11016,21441,13924,20285,15676,20919,20990,19855,25622,16843,30484,14694,48284,15808,70178,16843,37347,24740,27435,11374,27410,7201,21536,6306,5057,4029,3,358,0,0,0,0,0,0
4호선 충무로,40,3,2505,2902,3800,18469,8302,52984,11888,178983,12147,95753,12921,45792,16815,35406,20758,32532,25334,32999,31475,28009,36112,24823,46523,24866,79463,28228,145298,32085,69759,18241,45599,9183,50532,8724,41031,9554,6322,4232,4,353,0,0,1,1,0,0
4호선 명동,40,0,603,996,1850,12103,3412,42316,5167,103932,6123,57373,7255,32071,11396,29489,15969,29072,19157,28253,23547,26207,31267,23542,40512,20043,54576,20630,99723,19135,44995,10535,35574,4765,30966,3641,16147,2940,1749,1156,2,150,1,0,0,0,0,0
4호선 회현(남대문시장),44,0,1648,718,2853,17955,4860,50260,7291,130698,8135,94757,12526,69908,21578,60052,30385,49103,37768,41796,46368,38517,54346,31252,70540,22163,90657,16656,115224,14067,45899,7673,41195,4054,20299,4799,13414,4088,2228,1543,0,281,2,0,0,0,0,0
4호선 서울역,136,4,3835,446,4838,9236,11614,30435,14253,78957,10043,36956,8403,17333,9575,15644,10792,16722,11336,17952,11799,17543,12451,19232,14572,20624,33682,24147,57699,26029,20114,19388,12764,12693,12735,11713,10252,12698,1898,4013,3,1137,0,0,0,0,0,0
4호선 숙대입구(갈월),24,1,2423,697,7421,6528,16457,22865,24777,52709,16063,28443,12790,15094,14075,14963,15804,15275,16722,15821,16547,16239,19187,16400,26497,18672,33914,23589,47935,31509,23540,22082,17529,13149,19737,12156,17670,13493,2432,4839,0,1,0,0,0,0,0,0
4호선 삼각지,0,0,574,247,1982,3417,6145,10599,9260,24746,5444,9749,3741,6302,3863,6035,4675,6583,5451,6400,5562,6007,6123,6183,7278,7032,12489,9446,22467,14127,8869,9142,6547,4986,8088,4331,7050,5856,850,1925,1,151,0,0,0,0,0,0
4호선 신용산,1,0,1258,825,3776,9443,11025,31806,15897,93505,11737,58596,9949,24746,12757,18430,14153,18078,15981,19365,16779,18195,19935,18448,26600,18734,46268,22314,84683,28427,40332,18305,27133,9964,25901,8132,18226,8328,3140,2381,1,0,0,0,0,0,0,0
4호선 이촌(국립중앙박물관),33,3,1143,646,4423,6516,13199,14729,16470,26826,11092,13936,7777,9861,7794,9941,9790,11060,9684,12638,10453,11936,12458,11908,17358,12340,19867,14190,23750,20632,9646,14802,7262,8693,7478,7672,4951,8657,737,2777,0,0,0,1,0,0,0,0
4호선 동작(현충원),19,0,534,182,1316,2501,5141,3903,6167,6615,4347,4115,3513,3647,3580,3681,3744,3484,3912,4250,4224,4757,4991,4920,6019,5159,6825,5570,7369,7736,3412,5245,2621,3423,2562,2929,1766,3140,454,1402,1,183,0,0,0,0,0,0
4호선 총신대입구(이수),55,2,5728,982,15135,10798,47100,17952,57612,41251,33405,33105,24226,23426,24036,22437,26884,25120,28283,27527,26196,29291,26968,33731,29834,38421,35306,51103,43924,74068,26180,50329,22094,26314,21855,22709,18943,24063,2448,9375,0,52,0,0,0,0,0,0
4호선 사당,116,8,9670,902,22704,15030,64626,20435,86405,33719,58755,24518,35926,19676,29901,22497,31711,23741,32434,24041,30467,23760,29156,28035,31641,36947,38802,52668,44735,80350,28784,55840,25700,31189,31928,28505,29022,31305,3700,13071,8,1132,0,0,0,0,0,0
4호선 남태령,56,0,440,114,799,1536,2224,4175,3150,5204,2278,1693,1585,1209,1657,1167,1666,1373,1879,1272,2435,1359,2089,1331,2506,1321,3663,1632,3591,1742,1349,1687,1279,1032,686,887,336,887,95,383,2,26,0,0,0,0,0,0
4호선 당고개,49,0,8117,20,19762,6918,53791,9128,51176,12994,28696,12040,20063,12306,17730,11093,17941,12828,18086,12939,17858,13723,16077,16869,16617,20404,17308,26512,15960,37316,12178,36706,6582,23698,5423,21628,4294,22218,1047,11557,3,127,0,0,0,0,0,0
4호선 상계,26,3,12372,168,34696,7207,90270,15523,75472,18834,39758,15070,27320,14777,24505,14774,25643,17509,24255,18587,21433,19480,22175,23702,25102,30306,24229,39507,22847,63737,14055,61901,9768,36700,10218,32965,11202,33923,2037,17736,0,2,0,0,0,0,0,0
4호선 노원,111,3,10416,443,23656,6945,55083,13147,56028,27032,31538,28377,24329,23489,23843,20877,26149,24495,26349,27991,26228,29312,26621,32680,29493,38657,30556,51066,32789,80091,23397,64449,24080,33914,26448,29816,24597,30671,3285,14880,5,2506,1,1,0,0,0,0
4호선 창동,1662,21,15721,3026,35755,12391,95173,18610,79792,37735,48664,26670,37430,25117,34657,27018,37097,32309,36848,37794,34831,40910,37436,45165,42535,51971,43241,61155,42815,94658,25046,82865,18780,47197,19243,41015,15918,41469,3860,20081,170,2401,6,0,0,0,0,0
4호선 쌍문,97,13,22318,1068,51657,9389,127170,15004,130311,27490,72166,19630,47970,18206,39595,19816,39527,23729,37833,25623,33274,29394,31706,38125,35292,47614,35704,63078,34557,102963,21295,101069,14668,61379,13070,53128,9828,50932,2921,28860,2,160,0,0,0,0,0,0
경부선 서울역,1,0,29,295,39,1693,8910,3157,13762,4072,9015,2646,7543,1976,8748,1195,8837,1741,8168,1627,5340,1781,9040,2017,10703,2721,10203,4467,12724,6944,11539,3435,6339,2136,9126,1482,5813,1425,2399,191,6,5,0,0,0,0,0,0
경부선 남영,66,2,2249,1044,4259,8290,11693,22209,16558,55341,10106,26626,8174,10471,8740,9681,9922,9946,10248,10552,10835,10287,13929,10326,20198,11606,24702,14382,46200,21479,17775,14706,12278,8746,13512,7806,10854,9283,1666,3686,5,132,0,0,0,0,0,0
경부선 용산,341,8,3147,4564,5207,26481,17699,63901,26944,138896,26306,89152,21857,62623,35660,47391,33876,48502,42171,51949,40413,48537,59339,48869,69514,49543,94524,52056,141026,58686,81685,42595,71865,24797,67715,19838,41406,14196,10232,3744,126,763,0,0,0,0,0,0
경부선 노량진,304,3,4450,1479,6390,5096,17108,11012,22996,19043,12368,11617,9878,8653,10410,8968,11606,10432,13486,11862,11879,10252,12440,12504,14623,14614,17912,21788,19606,34723,12743,20985,12357,11845,14911,11402,14423,10945,2185,5001,25,233,1,0,0,0,0,0
경부선 대방,487,6,5420,2023,10120,10259,29287,37292,37853,52681,20172,22979,15208,11409,14335,10509,15233,11718,15745,14350,15242,12867,16764,13955,18516,16760,31158,23539,48847,36548,18617,25538,12405,16745,12414,16540,10201,16651,1668,6612,32,519,0,0,0,0,0,0
경부선 영등포,3995,81,15803,5785,16059,19955,37835,55706,50996,121257,34580,85912,31977,64855,37356,63380,44264,66331,50631,71719,54927,67465,66115,69129,80138,68400,96632,81362,144665,105113,85180,66475,88003,33102,75676,25286,59818,25093,9388,9666,57,1631,0,0,0,0,0,0
경부선 신도림,517,2,2359,639,3329,2262,9729,6931,11220,15999,6185,6931,4466,4608,4423,3946,4783,4200,4766,4536,4646,4268,4922,5085,5416,5705,8790,8528,15277,12694,6093,8203,4582,4453,5150,4199,3661,4060,826,1723,12,877,0,0,0,0,0,0
경부선 신길,904,8,10830,1864,11039,5548,24322,16211,31879,28999,17626,10615,10813,6749,10196,6321,11580,6940,10373,7945,9594,7818,11103,9197,13995,11535,18724,17154,29870,23371,11983,17284,8443,11117,8069,11816,5656,12482,1406,4890,12,500,0,0,0,0,0,0
경부선 구로,9733,31,24058,5144,19358,12380,37637,32598,36604,83722,25205,42700,19869,24956,19896,21056,20355,21187,21702,22871,22425,21622,24559,23848,30395,27328,47043,37453,68201,43821,30034,30383,20241,19315,19970,19390,12972,18492,2905,11137,23,6608,0,0,0,0,0,0
경부선 가산디지털단지,1039,4,7459,2029,7247,12489,13982,52724,13852,155851,10313,79282,9209,22282,10050,15056,11787,14633,12949,16175,13445,15012,15314,15129,22634,17719,61642,22323,112918,27421,47273,19699,27808,11690,26076,11303,18764,11533,2242,4719,73,891,0,0,0,0,0,0
경부선 금천구청,564,1,10896,1498,18579,5259,46547,16081,44357,29802,24469,11390,16335,8694,14698,8835,15115,11137,14198,12512,12845,12784,12887,16245,14473,19102,16860,26691,25479,44173,11568,35138,8081,18093,6953,18025,5899,16684,1106,7870,29,316,0,0,0,0,0,0
경부선 석수,344,2,7162,2656,15365,6048,38104,11732,38914,18018,20654,10903,13023,9528,11359,6604,11840,7339,11744,7958,10812,7865,12119,9806,14491,12162,17357,17601,18606,31464,9671,27785,6264,15003,5521,16181,3947,15316,969,6264,27,252,0,0,0,0,0,0
경부선 관악,165,3,6990,1783,12233,4306,32411,5257,30088,9110,14478,8431,10111,8515,8500,6272,9453,6737,9206,7115,9084,6546,9211,8479,11161,9874,11354,14126,10158,26766,5907,22026,4291,12206,3904,12214,2197,12062,731,5737,34,289,0,0,0,0,0,0
경부선 안양,229,1,13996,2735,29820,10439,81087,17904,71057,46659,37852,45256,26803,29726,27831,26286,33750,32146,33385,37198,31369,30411,38940,33158,48037,38147,51140,53836,41534,81096,25505,69549,23859,37967,26715,29266,22078,28079,3606,15818,148,844,0,0,0,0,0,0
경부선 명학,133,2,6416,2129,9300,10172,25151,24312,21696,54218,11269,11885,8001,7292,7919,5861,8882,6984,8837,7498,8118,6484,8861,7441,12209,8504,23953,11818,36461,18668,12289,17334,11498,10109,8264,8898,5288,9082,1136,5094,26,336,0,0,0,0,0,0
경부선 금정,212,3,22213,6337,34001,21578,81815,42003,81098,90915,46829,29107,30533,19302,28137,20074,30305,22135,29139,24769,25813,25488,27532,30547,35814,37739,54716,55162,76178,80047,32652,70769,24742,41288,23497,40387,17865,38602,4196,20770,93,2511,1,0,0,0,0,0
경부선 군포,98,17,5126,1832,8645,7822,18750,30496,17762,46069,9173,7760,6868,4523,6574,4596,7302,5067,6608,5707,6280,5338,6699,6703,8563,7527,20237,10370,36945,14787,12310,12884,10466,8311,6777,7047,3592,6724,995,3342,32,250,0,0,0,0,0,0
경부선 의왕,100,2,6134,1600,12487,7463,31120,23815,28999,25305,12625,7895,9835,5940,9435,6281,9579,6998,9816,8148,9097,8163,9605,9590,12448,12437,23180,17302,22377,28272,11159,20198,7036,15017,6932,12130,3896,12037,1196,6333,63,585,0,0,0,0,0,0
경부선 성균관대,81,2,7551,1435,24866,4807,64370,9181,52052,25080,22776,18475,17241,13063,16611,12395,19153,13594,18893,17446,16136,15867,17285,16970,22484,20948,26027,33175,24633,57035,14136,46472,11393,30287,12223,25399,10709,24834,2691,12407,95,1172,0,0,0,0,0,0
경부선 화서,388,4,6332,1495,18744,6257,38622,5001,27657,9854,11891,5747,8948,4794,8264,5295,8250,5494,8000,6660,7081,7377,7684,8022,10077,9341,11805,18742,9626,29088,5278,24527,3891,15432,3530,12299,2992,12430,903,6132,25,583,0,0,0,0,0,0
경부선 수원,1805,31,16501,6077,30357,26028,69424,45335,59876,68513,37584,61542,34756,52030,41742,53907,45279,64404,47468,63311,49919,61812,58604,60687,73852,70770,85893,88496,89110,109311,69217,82389,72512,48632,59967,36841,54160,34019,10370,19501,175,2997,0,0,0,0,0,0
경부선 독산,433,2,6851,2920,15492,14134,37785,40876,36387,96023,19235,45062,14587,15756,13981,11230,15845,12619,15225,13285,14529,11970,16186,14495,24540,17025,48862,23695,71969,37840,32488,32619,18969,17151,13653,19413,9341,18293,1710,7467,24,425,0,0,0,0,0,0
경부선 세류,346,1,3194,831,6878,2615,13999,3768,9560,4718,4419,2640,3660,2242,3407,2712,3276,2544,3264,2926,2902,3003,3279,3293,4114,4343,5408,6362,5324,9718,2922,8812,2625,5229,2052,5052,1227,4565,385,2239,4,504,0,0,0,0,0,0
경부선 병점,2628,20,6104,3319,22210,10178,45719,21997,36592,24295,21783,12415,17918,11120,18244,12603,19348,13401,17518,14733,16503,15424,18038,16516,22681,22857,31316,31500,31265,42000,16594,40566,12178,26630,10802,23741,8522,23000,2088,12352,28,4240,0,0,0,0,0,0
경부선 세마,231,5,1559,460,4821,1299,9457,3672,7288,7552,5044,2241,3759,1532,3517,2114,3667,2128,3675,2581,3027,2608,3046,2116,4046,4018,5034,5237,6414,6946,2749,7091,1869,4534,1666,4469,1036,4196,413,1807,25,114,0,0,0,0,0,0
경부선 오산대,116,0,2618,437,5779,2035,10798,3681,7660,9689,4999,4329,4082,3811,3872,3369,4518,3385,4946,4543,4717,3572,5658,2986,8083,4445,7142,6633,7952,9946,3653,7808,3020,4877,2776,5041,2050,4022,745,2321,38,100,0,0,0,0,0,0
경부선 오산,188,1,5726,1446,13876,9551,22228,23857,19674,21099,14805,13436,13186,9231,13937,9212,16633,12429,13935,13035,13892,12203,14755,14364,18542,16886,24817,22093,26947,25842,14447,22333,11566,17009,8777,13670,5772,10582,1679,5726,107,356,0,0,0,0,0,0
경부선 진위,18,0,638,281,1430,2071,2372,7097,2146,7940,1567,1436,1216,1214,1287,1079,1576,955,1594,1151,1466,1034,1910,1020,3117,1538,6013,1530,8852,2029,3013,2201,2012,1188,1301,1497,609,1352,227,650,4,46,0,0,0,0,0,0
경부선 송탄,38,0,5895,636,7051,2728,12750,5323,9296,6697,7252,4365,6373,3405,6607,4005,6931,4770,6546,4908,5895,5314,6410,6139,8288,6859,8186,9860,9244,10718,4908,11809,3581,7463,3145,7693,2076,8341,638,3515,30,419,0,0,0,0,0,0
