지하철역,4승,4하,5승,5하,6승,6하,7승,7하,8승,8하,9승,9하,10승,10하,11승,11하,12승,12하,13승,13하,14승,14하,15승,15하,16승,16하,17승,17하,18승,18하,19승,19하,20승,20하,21승,21하,22승,22하,23승,23하,24승,24하,1승,1하,2승,2하,3승,3하
분당선 수내,132,0,2166,2106,7020,7100,17855,17268,21536,55217,14060,37332,11136,19102,12832,15098,14534,15947,15725,16247,18270,16272,20412,15671,23058,16365,34311,22134,48250,27438,25058,22201,23604,12259,18004,10064,15585,11636,2311,4481,85,501,0,0,0,0,0,0
분당선 정자,258,1,3015,1011,9205,14724,27107,33508,32171,66400,21492,41983,15439,19646,15796,15188,17224,15774,17675,18189,19075,16809,21933,18096,27033,22993,43731,33005,58588,46926,33064,37321,24190,20561,29501,17369,29676,21125,5645,7482,741,1241,0,0,0,0,0,0
분당선 미금,582,2,3174,751,10834,11280,25340,20800,30599,43456,22074,31110,20654,20046,21942,19941,22771,20884,23596,23685,24491,23646,29318,22529,30090,26508,37188,31998,38664,39493,20644,33660,16446,21119,18345,17961,15345,19475,2894,7793,100,1083,0,0,0,0,0,0
분당선 오리,681,13,3805,456,13448,7312,30548,13806,31770,35815,19598,18061,14360,10232,14391,10818,15285,11769,15322,10858,14314,11826,16026,12136,17952,14049,25399,16970,35431,24365,14863,22765,11042,14528,10701,11544,7549,12939,1865,5521,62,917,0,0,0,0,0,0
분당선 이매,26,0,2382,1085,6231,3480,14121,8981,15089,14434,9527,7286,7563,5134,7543,5156,7246,6038,7189,6508,7533,6206,7701,6812,9757,7994,16422,10449,12945,14428,6447,12015,3992,7312,4672,7126,4815,8717,793,3443,72,458,0,0,0,0,0,0
분당선 보정,28,1,912,94,3020,1160,8154,2735,9056,6715,5940,1704,3797,1317,3298,1950,3253,2044,3258,2084,3026,2324,3393,2846,3919,3755,5117,4569,4092,6573,1731,5811,1307,3776,1333,3260,1213,4151,283,2116,4,82,0,0,0,0,0,0
분당선 죽전,1326,20,4129,696,14001,6355,41832,14460,36478,21772,21117,19901,15190,20256,14992,17044,16725,17374,16941,17558,16649,19362,18732,20121,22035,24403,27375,29782,29894,44749,19207,41046,23136,24494,12416,21351,9698,24235,2255,12975,5,3643,0,0,0,0,0,0
분당선 구성,47,2,2309,316,7058,2276,21062,4544,19875,7198,10268,3393,7482,3209,6457,3889,6447,4349,6071,4491,5776,4896,5366,6033,6021,7621,7371,12107,6997,18397,3370,17943,2667,11031,1976,8002,1613,9907,546,4910,2,253,0,0,0,0,0,0
분당선 신갈,56,2,2334,293,7062,1781,19212,2589,19092,5664,10079,3188,7161,2925,6758,3313,5761,4323,6070,4747,5360,5003,5257,6114,6506,6624,6074,10773,4729,15714,2188,14608,1672,9372,1590,7551,1278,9812,389,4454,3,159,0,0,0,0,0,0
분당선 기흥,132,1,5106,460,13059,4009,35766,7668,35689,11511,17318,6744,12146,6163,11349,7283,11415,7337,11334,9576,10271,8662,10643,11086,12669,12370,15587,20840,16361,34940,9333,30299,7023,17991,7380,14764,5969,18644,1587,7977,15,628,0,0,0,0,0,0
분당선 상갈,43,1,2638,444,8230,2114,20045,6834,19698,9057,11405,4475,7942,3784,6957,3986,7046,4362,6841,5609,5557,5262,5760,6152,7054,8273,9757,12436,10470,17283,5454,15145,3396,10406,3501,9656,1874,9872,738,4577,2,467,0,0,0,0,0,0
분당선 청명,13,1,2027,627,6408,1620,17143,4903,17134,8729,7503,3067,4918,2522,4478,2457,4812,3225,4554,3749,3883,4270,4735,4386,6463,5994,7846,9599,8505,13263,3644,12022,2359,7775,2171,7227,2059,7560,592,3342,3,219,0,0,0,0,0,0
분당선 영통,49,0,2130,1198,6898,3426,16882,8048,18302,22387,9599,14838,8495,9180,8657,8736,9895,10335,10826,11403,10350,11483,11784,10925,14475,13008,20103,20537,22188,25575,11927,18260,11016,11821,13048,10194,13951,11571,2935,5137,85,348,0,0,0,0,0,0
분당선 망포,59,1,4354,2388,17412,8608,46245,22893,44050,43561,20026,15485,13244,8095,12813,8431,14310,9842,13570,11003,12106,11028,14070,13097,18071,16354,32318,25176,43813,40140,20055,41696,15666,25604,13031,19151,11183,21375,2725,9214,113,572,0,0,0,0,0,0
분당선 매탄권선,40,0,2899,612,8431,2409,19427,4518,18117,10531,8997,4093,5690,3020,5702,2810,6024,3581,5616,4058,4923,4112,5235,5301,7350,6991,9996,10600,8777,17398,4660,15155,3199,9088,2734,7881,2550,9234,605,4489,14,341,0,0,0,0,0,0
분당선 수원시청,153,3,3788,1025,10108,4564,26201,14981,26114,43469,13380,27227,11130,15892,13138,12254,15486,16860,14949,17815,15485,14855,18000,16158,22322,18582,28178,30447,38844,43576,20003,31520,16407,18123,20270,12590,22788,13574,3437,7368,55,736,0,0,0,0,0,0
분당선 매교,215,1,2413,1117,4027,4004,8164,4101,9408,12503,4604,3275,3313,2526,3363,2485,3237,3256,3015,3217,3094,3219,3489,3503,6301,4597,10982,6635,6381,8678,2761,5443,1870,3711,1584,3530,1181,3592,309,1509,21,144,0,0,0,0,0,0
일산선 원흥,162,2,5348,577,13989,5266,37699,6525,38385,14130,20469,10855,14072,7302,12726,7735,13552,9298,12966,10733,11700,10766,11785,12484,13699,14472,14894,21103,16055,29434,7387,32019,6022,17166,5572,16246,4674,17093,1077,7321,3,171,0,0,0,0,0,0
일산선 지축,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
일산선 삼송,499,3,6586,1324,26187,11119,74652,14492,73074,27765,36719,17085,25442,14063,23391,15966,23236,20753,22776,21305,19881,21453,21577,25534,27486,30429,29826,38097,29316,64095,16812,57607,12813,34653,12219,29069,12758,30089,1965,10480,2,317,0,0,0,0,0,0
일산선 원당,193,4,8014,853,19612,5044,45484,7859,45651,12688,24461,8771,18282,8399,16094,10503,16568,11491,16505,11753,14312,13254,13749,15692,14574,18988,15688,25855,15639,35440,7659,35840,5201,21559,4440,19882,3123,20584,598,8935,0,12,0,0,0,0,0,0
일산선 화정,52,0,9518,1263,23293,5900,55185,11150,53530,28704,30953,19888,24241,17714,24074,19317,26371,21496,25245,23866,23579,23824,24629,30693,25734,31200,28787,41605,28928,58405,15529,48592,12734,29526,14415,24306,12400,27976,2229,10971,4,2,0,0,0,0,0,0
일산선 대곡,8,0,585,180,2445,1149,7282,1726,6027,3164,3188,1828,2193,1694,2159,1697,2291,1988,2365,1708,2453,1679,2476,2069,2707,2353,3910,2501,4681,4627,1858,3305,1049,1715,1146,1951,856,1926,382,1354,0,28,0,0,0,0,0,0
일산선 백석,101,3,3967,2359,9991,5488,22552,11311,22686,28234,15514,14572,13706,12644,14201,11315,14999,13727,14537,15009,14900,14381,17296,14543,17429,16374,21156,19212,25516,24997,12737,24708,9977,13827,10212,11205,7640,11542,1855,6029,2,2,0,0,0,0,0,0
일산선 마두,27,1,2880,1312,9004,3806,16780,8112,15364,22105,11041,15347,10673,10403,11750,10473,11568,9683,12234,12357,12213,11797,13810,11330,13413,11901,15560,13807,18590,17268,8204,17158,5464,9717,5973,7722,4505,7939,786,5166,0,2,0,0,0,0,0,0
일산선 정발산,41,1,1699,814,5065,3040,9575,5765,10166,19726,7349,17465,6678,11227,8871,10848,9286,11502,10551,14299,12260,13242,13987,11882,15005,12754,18319,14861,22788,18755,12221,13957,13022,6910,11300,4777,10388,4510,1416,3389,0,1,0,0,0,0,0,0
일산선 주엽,85,1,4993,980,14338,2917,28420,7342,24132,15400,15746,11977,13934,10411,13994,11187,14204,10875,13095,13000,12582,12690,13913,14720,14518,15654,14834,17768,13888,24446,7458,24992,6351,14431,5332,11142,4494,10150,702,7271,2,192,0,0,0,0,0,0
일산선 대화,173,0,6175,1104,25349,4401,59983,13430,43530,19011,25133,12082,19305,10217,18196,10522,17256,11592,16596,13567,15627,12331,16134,14656,17092,16041,20156,19386,20209,28456,9964,32478,7327,20618,6282,17456,4576,17297,1057,8513,14,2275,1,1,0,0,0,0
중앙선 회기,610,4,10387,3130,19579,10347,53366,27194,66534,51190,41703,31527,33195,26915,33928,25826,37614,29595,35741,33949,36798,31534,40836,33603,45021,37148,56488,49506,47945,70920,27752,56841,23148,33881,25827,34017,25826,43148,5746,17457,118,2005,0,0,0,0,0,0
중앙선 중랑,121,2,5607,478,8990,1976,22180,2813,19520,5691,13592,4693,8999,4113,7871,4400,7945,5881,8306,6361,7190,6583,6611,8909,6994,10590,6808,14305,6992,21780,4286,15414,3035,9872,3051,7982,2197,9208,637,3598,9,267,0,0,0,0,0,0
중앙선 상봉(시외버스터미널),574,28,6071,838,8567,2211,20427,4600,22775,8950,12424,6070,8769,4457,7290,5672,8646,6325,7472,6875,7307,7268,7009,8964,7266,10329,8604,13678,9771,23005,6411,20951,4882,11276,4537,8904,3323,10597,882,4853,21,955,0,0,0,0,0,0
중앙선 망우,237,5,7156,865,11522,2412,28990,5362,23832,13648,14789,7410,11304,7723,10857,7599,11498,8079,10942,9632,10210,10670,9906,12325,10923,15371,11830,19283,11841,27205,8113,19664,5142,12686,4353,9024,3288,9766,943,5446,7,437,0,0,0,0,0,0
중앙선 양원,17,0,1520,272,2019,2740,4966,7587,3880,5259,2669,1493,2214,1846,1950,1726,2150,1598,2438,2274,2428,2230,4918,2444,6284,2539,4525,2853,2647,4010,1240,3010,709,2081,771,1584,655,1749,97,840,0,37,0,0,0,0,0,0
중앙선 구리,781,2,8214,1677,20250,6729,57149,8791,48536,20218,24163,16461,18474,14116,17895,13196,18925,12869,17003,16067,15983,16735,16601,20548,18991,23397,21498,31040,21469,48431,13109,47367,10707,25427,8215,19533,7483,20976,1382,11679,11,310,0,0,0,0,0,0
중앙선 도농,603,1,6416,1450,18913,6191,52219,7814,36616,12937,20914,6830,13750,6192,12823,6686,12377,7789,11693,8696,10061,9197,9685,12153,13629,14428,14836,21068,12873,31985,5964,33530,4764,18630,3844,14600,2856,14503,991,9344,14,693,0,1,0,0,0,0
중앙선 양정,78,2,309,253,791,1142,2004,1874,1724,2379,1076,1473,787,1169,827,1037,962,974,1164,865,1383,775,1462,765,1993,911,2786,1014,2728,1492,1030,1199,453,577,312,518,149,517,52,261,2,33,0,0,0,0,0,0
중앙선 덕소,1405,2,3113,634,9996,1631,25402,2960,19215,7181,12559,4889,9461,4601,8654,4739,8393,6203,8169,7069,7589,6566,7148,9021,7242,10791,7485,15846,6831,19196,3840,18361,3011,9370,2453,9745,2147,9379,626,6546,6,901,0,0,0,0,0,0
중앙선 도심,1,0,1356,249,5205,838,13582,1401,8452,5798,4747,1740,3469,2001,2982,1727,3238,1845,3107,2090,2640,1502,2499,3217,3170,2369,3429,5755,3657,4760,1453,6328,995,3220,995,2815,698,3489,206,1785,0,2,0,0,0,0,0,0
중앙선 팔당,0,0,146,63,736,570,1488,1248,1486,2537,1163,3517,1141,3851,1143,3008,1327,2614,1569,1805,2162,1601,2638,1974,3172,1575,3161,1717,2886,1834,1989,1131,1750,709,1273,505,952,517,151,249,0,2,0,0,0,0,0,0
중앙선 운길산,0,0,149,91,516,367,1465,627,1397,1370,963,2395,798,4176,908,2965,1155,3188,2061,1736,2765,1732,4254,1246,3835,985,3105,913,2073,887,870,1203,553,480,403,534,134,650,43,317,0,0,0,0,0,0,0,0
중앙선 양수,1,0,606,176,1766,779,6323,1969,3478,2571,3804,3679,2532,3953,2754,3201,2868,3527,3481,3598,3631,3292,4988,2825,4684,3454,4550,4130,3461,3764,1736,3935,1366,2725,807,2311,403,2279,147,1238,0,19,0,0,0,0,0,0
중앙선 신원,0,0,127,6,176,81,373,526,370,331,306,774,252,1029,298,751,476,417,596,297,699,331,1095,278,883,246,573,309,677,270,162,193,81,171,58,133,29,85,5,79,0,20,0,0,0,0,0,0
중앙선 국수,0,0,547,45,1082,328,1952,509,1514,1945,1712,1434,1282,1450,1028,1402,1347,1219,1461,1120,1312,1063,2038,1252,2356,1291,1728,1466,1004,1525,541,1196,407,1349,229,1002,77,789,28,535,4,90,0,0,0,0,0,0
중앙선 아신,6,0,419,10,579,171,1809,519,1209,866,1038,992,1116,918,899,911,866,1048,944,808,984,804,1115,950,1241,927,1223,1408,1007,1122,496,1173,296,876,244,884,157,576,18,533,2,104,0,0,0,0,0,0
중앙선 오빈,0,0,147,5,413,265,787,233,703,603,626,519,558,646,452,514,444,461,569,398,474,326,603,514,661,492,687,927,539,596,257,417,136,314,55,448,33,336,2,177,0,22,0,0,0,0,0,0
중앙선 양평,31,0,1198,50,3199,1764,6578,3388,4888,6428,3582,3513,4761,4564,4188,5870,4716,5497,5489,4243,6066,5144,5839,5456,6905,4797,6622,7264,5918,5753,2544,3875,2393,4544,1970,2632,1658,2324,120,2566,36,612,0,3,0,0,0,0
중앙선 원덕,30,0,318,0,588,107,730,375,833,490,726,771,687,1433,602,1150,558,804,713,394,901,603,1092,665,1357,582,919,830,617,674,326,538,120,421,50,473,13,248,0,226,1,49,0,0,0,0,0,0
중앙선 용문,320,4,720,3,1786,433,3073,2387,3574,2795,2499,2150,3011,3971,2796,6776,3731,8247,5245,3539,6139,4574,7282,3972,6239,2911,5531,3797,3140,3116,1653,2261,728,2452,603,1391,354,1254,1,1132,3,529,0,0,0,0,0,0
중앙선 지평,0,0,0,0,4,0,369,379,225,291,3,0,348,492,4,4,1,0,52,101,431,282,0,3,0,0,161,218,67,53,197,261,1,2,8,78,11,30,0,0,0,0,0,0,0,0,0,0
장항선 봉명,6,0,1040,259,1321,601,2829,4105,1925,3284,1982,2488,2547,1898,2440,1306,1978,1670,1470,1913,1993,1583,2106,1608,2605,1128,2877,2317,1763,1825,989,1449,739,1054,561,1067,410,697,425,508,6,70,0,0,0,0,0,0
장항선 쌍용(나사렛대),39,0,1740,265,3102,524,6873,1654,5478,3791,2530,2359,2672,1972,2782,2267,3176,3614,3010,2575,3111,2647,2897,3347,3155,2302,3991,5891,3510,4955,1902,4850,1774,3094,1303,2486,921,1631,601,1793,15,217,0,0,0,0,0,0
장항선 아산,22,1,692,509,1591,1920,6233,4841,5264,5849,3019,4103,3151,4043,3881,3496,4140,4825,3849,4357,5042,4191,5781,3966,5058,3244,6234,7069,8166,5257,6148,5704,3953,3485,4039,2990,3095,1553,1642,1323,7,161,0,0,0,0,0,0
장항선 배방,30,0,842,158,1451,774,2411,965,2598,1895,1610,1329,1250,935,1543,1192,1544,1426,1540,1522,1676,1068,1552,1649,1559,1728,2039,2952,2269,2024,1392,2521,894,1468,777,1623,687,1038,363,940,0,0,0,0,0,0,0,0
장항선 온양온천,543,2,1327,457,3704,1912,6869,3627,8792,7461,6748,4866,5638,6533,6955,9447,6914,8184,8547,6506,8399,5858,7928,6987,6671,6260,5959,9191,8060,6360,3281,6711,2605,4534,2325,4280,1446,3196,825,2415,0,2,0,0,0,0,0,0
장항선 신창(순천향대),193,0,389,66,765,468,1899,1693,1620,7530,1447,3006,1723,2324,2213,2793,3055,2742,2644,2183,3271,2143,4629,2064,4786,2018,3869,2304,5076,2233,1804,2153,1358,1877,1216,1566,723,2001,310,1197,1,17,0,0,0,0,0,0
경의선 신촌,0,0,148,1,408,990,686,4063,482,4911,504,3062,535,1593,610,1139,809,983,708,1993,785,937,1115,878,1885,790,3331,1259,3159,1497,2202,989,1036,619,1222,309,1144,124,296,265,1,43,0,0,0,0,0,0
경의선 효창공원앞,5,0,525,149,2005,1941,4850,5044,6338,15775,4181,10098,2796,3108,2700,3066,2968,2931,3144,3029,3112,3184,3366,3288,4396,3840,6763,4827,13696,7331,5996,5540,3187,3640,2626,3753,2415,4186,663,1816,0,137,1,1,0,0,0,0
경의선 서강대,21,0,340,75,1400,1169,3110,2628,3760,7536,2607,5224,2379,2737,2259,2778,2642,2697,2443,2843,2756,2888,3067,2583,4118,3393,5098,3790,5604,4285,3266,3019,2953,1909,3609,2163,3214,1852,872,881,12,61,0,0,0,0,0,0
경의선 가좌,0,0,2473,271,6659,3100,19948,3734,24084,7861,9996,7193,7449,5236,6989,4780,7377,5004,6797,7248,6383,6782,6781,7848,8138,9763,8259,11446,8532,17400,5003,14428,3463,7546,3155,5785,2470,6802,596,3825,10,339,0,0,0,0,0,0
경의선 수색,1,0,800,544,2018,3590,3926,5941,4171,16790,2844,8601,2277,3206,2240,2156,2340,2205,2391,3089,2558,2482,2769,2418,4487,2962,8556,3665,12787,3334,6242,3238,3044,2248,2438,1837,1672,1735,446,1080,16,96,0,0,0,0,0,0
경의선 화전,0,0,508,178,1329,866,3802,2010,3750,6707,2250,3447,1976,2949,2328,2301,2938,2819,2866,3027,3210,2725,3763,2275,4712,2342,5841,2724,5230,3058,2520,2894,1424,2386,1128,2262,1059,2543,329,643,23,167,0,0,0,0,0,0
경의선 강매,0,0,1750,246,5899,900,17811,1158,16685,3492,7506,1366,4578,1568,3951,1548,3822,1735,3368,2291,2841,2560,2754,2963,3026,4656,2890,6458,3318,10796,1226,11658,760,6364,814,5192,539,6058,161,2721,2,519,0,0,0,0,0,0
경의선 행신,1,0,3058,768,12427,3890,38840,5038,33437,9927,14357,6164,10048,4914,9672,5906,9452,6158,8220,7492,7137,7588,7019,8249,9498,11876,12893,16885,9963,36193,5512,30442,5958,13601,4497,12285,5001,13465,1258,6057,57,1036,0,0,0,0,0,0
경의선 능곡,4,1,2241,469,6293,2397,15974,2697,15408,5377,8084,3262,6347,2838,5350,3332,5194,3846,5096,3874,4262,4186,4436,4849,5444,6532,5775,7781,5272,11308,3143,10192,2194,5651,1521,5997,1213,5937,437,3290,11,1244,0,0,0,0,0,0
경의선 곡산,1,1,273,235,886,580,1696,1124,1619,2427,790,981,656,635,701,596,757,699,734,707,776,606,1060,823,1070,1034,1412,1110,1939,1628,621,1344,517,643,306,618,282,514,75,332,0,10,0,0,0,0,0,0
경의선 백마,4,0,3485,1039,14393,2316,35663,6415,25128,11045,12152,5572,8920,4490,8644,4125,9204,5730,7853,6074,7351,6090,7824,8135,8186,9159,9395,11708,11009,25231,4566,25195,3252,13170,3327,11591,3327,12142,749,7595,7,268,1,0,0,0,0,0
경의선 풍산,7,0,3267,272,9964,1488,22861,4551,19665,7258,11035,5413,7566,4305,7194,4852,7816,5799,6993,6419,6823,5616,7525,6627,7777,8583,8106,10808,7973,19130,4522,15259,3798,10915,3905,9503,2862,8938,791,5885,15,243,0,0,0,0,0,0
경의선 일산,8,0,6293,846,21799,3783,47753,6737,31370,15100,17571,7494,12228,6150,12424,7795,12728,8369,11982,10567,10496,10660,11182,11209,12880,15051,13365,18184,12051,35513,6610,36545,4585,15450,4018,16249,4096,15236,989,9518,52,1714,0,0,0,0,0,0
경의선 탄현,49,0,4758,540,19701,2290,37350,5503,25520,9675,14029,5383,10390,4191,9796,5430,9921,5826,8976,6478,8304,7924,8455,8528,9156,10437,9282,16714,10384,27338,5673,31303,4041,14184,4143,13474,3615,10548,1018,9689,82,1495,0,0,0,0,0,0
경의선 야당,25,0,3465,271,13012,2188,25980,4690,21929,8254,10938,6177,8486,4443,8211,5385,8580,5748,7821,6649,7368,7996,7962,8649,9059,10450,9691,17733,9585,24300,6414,22946,5650,11497,6573,10604,7077,8304,1442,7192,165,1265,0,0,0,0,0,0
경의선 운정,35,0,3225,350,14911,3173,30178,6407,24636,10514,11931,4513,8337,4075,7827,4610,7989,5447,7541,5214,6744,6585,6920,7477,8652,10354,10025,15236,10284,20841,4700,21305,2988,11427,2543,10130,2275,8959,614,6327,38,930,0,0,0,0,0,0
경의선 금릉,65,0,2430,252,8077,1955,16913,4876,13161,10546,7612,4766,6037,3865,6203,3522,6371,4662,6009,4480,5625,5421,5800,5991,6645,7401,8784,10995,9447,13079,4464,13808,3580,6779,3193,6729,2877,6598,381,4550,17,796,1,1,0,0,0,0
경의선 금촌,46,0,3237,258,8965,3722,19381,9080,17025,16076,10527,7965,8848,6999,9574,5850,10097,9087,9808,9201,9186,8152,9591,10327,11252,11047,13071,14160,15193,16558,7339,14363,5201,9361,4342,8789,3158,7821,504,4804,58,907,0,0,0,0,0,0
경의선 월롱,22,0,377,30,756,3305,2057,9604,1968,13240,1756,5467,1538,2877,1900,1607,3572,3118,2981,2078,2124,1451,4794,1805,7206,2086,9893,2427,13251,2632,4489,2391,3503,2076,2601,2332,1175,1922,77,1391,5,251,0,0,0,0,0,0
경의선 파주,57,0,736,3,1153,620,2472,2278,2411,6909,1532,3342,1457,1984,1666,1124,2795,1855,2067,2296,1896,916,3751,1113,4437,1083,6234,1215,4517,1252,1256,1439,683,1116,974,1030,322,785,47,572,1,116,0,0,0,0,0,0
경의선 문산,895,1,2658,5,7582,2576,16117,6720,13502,14362,8953,4959,7298,6033,7340,5980,8158,7567,8212,7103,8123,6975,8104,8605,9031,8543,11608,9914,11497,11934,4620,11117,3578,9660,3011,5881,1921,7031,65,4457,0,1238,0,0,0,0,0,0
경의선 임진강,0,0,0,0,0,0,0,0,0,0,2,65,50,253,0,0,0,0,0,0,1,1,108,103,176,14,354,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경의선 서울역,1,0,874,7,869,6389,2846,31105,2117,27483,1703,16573,1333,6135,1642,4828,2460,3301,3076,6097,3358,2796,5000,2779,6790,2605,15974,4219,27849,4817,10637,2812,6410,2536,5838,945,512,262,1296,949,3,83,0,0,0,0,0,0
경의선 공덕,6,0,503,112,1859,1760,4224,6498,4890,19303,3119,8518,2728,2969,3140,3225,3714,2765,3808,2728,3884,2983,4222,3004,5594,3656,8794,4726,17081,6562,7518,4340,5747,2510,6672,2632,5937,2623,782,1088,5,116,0,0,0,0,0,0
경의선 홍대입구,0,0,280,94,516,575,1438,2168,1730,5721,1112,3712,964,2741,1070,2424,1434,3184,1624,3299,2007,3415,2247,3159,2999,3884,4527,3913,5806,4875,3889,3433,3597,1482,4910,1527,5283,1509,926,719,8,82,0,0,0,0,0,0
경의선 디지털미디어시티,3,0,824,432,2090,2157,9134,2120,9401,4340,4465,3271,3133,1709,3205,1669,3182,1985,3019,2434,2782,2379,3123,2600,4272,3564,5181,5167,5188,8870,2767,7794,1831,3905,1745,3643,1356,4253,502,1854,16,144,0,0,0,0,0,0
경의선 계양,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
경춘선 신내,4,0,658,565,1737,3759,5009,4690,4675,5371,2326,1529,1846,1418,1741,1290,1939,1344,2110,1839,1881,1587,2931,2320,3988,2275,4140,3357,3956,4119,1614,3344,915,1578,826,1443,739,1235,274,724,1,112,0,0,0,0,0,0
경춘선 갈매,7,0,1367,318,4047,1577,18776,2595,10346,5772,5993,2454,3682,2280,2757,1985,3558,2198,3067,2901,3148,2415,3142,3684,3860,3778,5131,5429,4471,10522,2254,9378,1826,4636,2331,3877,1488,3446,575,1761,14,466,0,0,0,0,0,0
경춘선 별내,67,0,890,867,2513,2588,11009,4570,7823,6210,4732,3846,3458,2550,3042,2779,3456,2841,3240,3156,3461,2706,4003,3901,5556,4250,5927,5544,5863,8259,2924,7508,1979,3738,1940,2437,1909,2993,930,1308,19,232,0,0,0,0,0,0
경춘선 퇴계원,15,0,2458,538,5490,1688,19658,3984,13072,4868,8257,2317,5363,2750,4555,2647,5079,3061,4394,3405,3650,3441,4138,3820,3656,6066,4818,8935,5906,11585,2641,11812,1694,7102,1525,4213,1164,6057,419,2450,32,485,0,0,0,0,0,0
경춘선 사릉,40,0,2291,679,6052,2526,18034,5781,12611,6979,6758,2566,4580,2718,3925,2567,4083,2740,4069,2377,3257,3410,3642,3197,4030,4772,5859,7398,7571,9820,2783,13226,1471,6060,1468,4326,866,4798,289,2807,19,372,0,0,0,0,0,0
경춘선 금곡,14,6,1321,295,2410,1072,5018,1769,4414,4914,2884,2044,2635,1505,2522,1340,2101,1925,2390,1469,1923,2307,2257,2091,2299,2513,3090,3327,3804,3967,1339,4021,819,1580,668,1752,354,1444,202,1122,24,160,0,0,0,0,0,0
경춘선 평내호평,654,9,5145,923,11492,1717,30492,5091,19024,10601,11054,5790,9232,5481,8568,4929,8482,6627,7985,6548,6862,8483,7532,8098,8312,9280,8574,17079,8584,19064,5361,22957,4037,11240,3934,8825,3786,8759,1465,6094,26,1325,0,0,0,0,0,0
경춘선 천마산,8,2,986,262,4127,428,7144,1691,5380,1838,4369,1529,3264,1575,2532,1737,2799,1853,2370,1988,2262,2195,2034,2756,2127,2779,1853,3710,2285,5423,855,4653,565,3138,568,2582,466,1969,98,1231,3,173,0,0,0,0,0,0
경춘선 마석,8,1,1482,303,7581,2557,16244,5937,10676,7173,7724,4920,6129,3624,5483,4618,6156,4019,5221,5907,5363,4949,5165,6240,6406,6233,6706,8781,7360,9384,3274,13626,2554,6246,2121,4871,1584,4763,638,2251,24,645,0,0,0,0,0,0
경춘선 대성리,1,1,195,43,360,214,714,823,999,943,718,691,636,1282,955,1115,938,858,929,857,1075,1027,1409,789,1410,728,1755,741,1322,704,613,649,326,439,176,305,146,220,71,270,2,4,0,0,0,0,0,0
경춘선 청평,0,0,826,109,1950,767,3483,1166,4050,3236,2948,2294,2677,2635,3344,1843,2707,2781,2548,2221,2590,2538,3140,2912,3322,3342,3673,4408,2384,3226,1163,3105,916,2119,701,1322,335,1162,69,879,2,232,0,0,0,0,0,0
경춘선 상천,0,0,79,44,265,145,513,121,716,690,449,699,429,1064,514,1043,506,709,629,391,989,443,1029,473,1095,407,909,521,439,374,174,409,103,249,67,187,42,150,10,82,2,22,0,0,0,0,0,0
경춘선 가평,0,0,508,147,1320,989,2559,1862,3227,4384,2473,2243,2495,1845,2831,2693,2378,2334,2246,2747,2442,2535,2784,2717,3244,2361,4177,3255,3486,2581,1367,2465,1085,1480,936,1251,459,1012,164,803,21,221,0,0,0,0,0,0
경춘선 굴봉산,0,0,32,3,66,16,127,96,223,281,240,383,195,744,229,421,223,275,318,190,442,173,523,211,444,206,362,162,215,225,81,147,55,89,10,50,5,46,6,48,3,9,0,0,0,0,0,0
경춘선 백양리,0,0,6,40,13,42,36,120,129,292,48,120,86,301,116,279,164,128,226,161,276,152,303,98,257,98,232,74,180,69,63,33,53,46,48,63,12,39,7,31,0,6,0,0,0,0,0,0
경춘선 강촌,3,0,105,29,167,84,297,281,455,1440,451,1499,414,1777,814,1610,793,905,851,805,1195,848,1814,583,1986,623,1570,478,1026,533,516,411,301,287,208,222,58,187,23,181,3,28,0,0,0,0,0,0
경춘선 김유정,1,0,56,3,217,48,341,371,340,515,256,670,257,1111,316,1330,467,1098,683,782,1016,770,1387,598,1191,407,1035,424,672,439,331,327,177,190,65,157,29,85,19,70,1,37,0,0,0,0,0,0
경춘선 남춘천,497,2,1159,14,3162,646,3345,2053,3785,3798,3537,3655,3503,3147,3579,5639,4385,6750,4864,4364,6022,3647,5901,5272,5953,3743,5376,4341,4064,4241,3137,7128,2593,2559,2106,2708,1198,3103,404,1525,6,1149,0,0,0,0,0,0
경춘선 춘천,242,0,453,7,1412,326,1132,1132,1450,3349,1697,3763,1754,2522,1854,3863,2330,3360,2945,3495,3704,2379,4977,2856,5209,1773,4264,1932,3646,1563,2184,2486,1424,1192,918,1088,460,823,95,804,2,390,0,0,0,0,0,0
수인선 고색,347,3,1720,349,5036,1831,11202,10977,9098,17187,4527,2723,3189,1819,3221,2339,3408,2554,3108,2703,3124,2964,3527,2939,4595,4367,9517,6129,15432,8054,4789,7998,4201,5524,2948,4398,1685,4512,483,2247,3,1175,0,0,0,0,0,0
수인선 오목천,3,0,408,7,3175,1382,7299,3148,8117,6988,4673,3004,3430,2734,3721,2241,4458,3217,4379,3842,3255,2723,3892,2985,5752,4576,7168,4379,6487,8812,2809,5396,1735,3055,1579,2883,1219,4265,436,1997,1,178,0,0,0,0,0,0
