"","기간","자치구","살인","강도","강간강제추행","절도","폭력"
"56",2019,"광진구",0.357607223476298,0.340987206415887,0.395761674900368,0.199978576888541,0.149206197300429
"57",2019,"구로구",0.893047404063205,0.113710139392782,0.204812452117956,0.145651322459846,0.220687012553845
"58",2019,"금천구",0.941218961625282,0.898582203551652,0.282342890748669,0.162616583418671,0.339019363290613
"59",2019,"노원구",0.201625282167043,0.0839936986824518,0.0618039167407686,0.0315122938687737,0.105541326560937
"60",2019,"도봉구",0,0.30630609127363,0,0,0.0170930357090882
"61",2019,"동대문구",0.611693002257336,0.608220355165171,0.161897663647412,0.13524347852402,0.186554348924671
"62",2019,"동작구",0.307133182844244,0.00911781554324995,0.287539314225157,0.0648693556687171,0.0919007700235173
"63",2019,"마포구",0.0994582392776524,0.074422379224747,0.843872720481994,0.241002964473848,0.199069668341398
"64",2019,"서대문구",0.144920993227991,0.320030551842658,0.227385742318285,0.104494419286722,0.120983430492494
"65",2019,"서초구",0.384288939051919,0.334733626121826,0.954598048700145,0.207796415997636,0.245965098056983
"66",2019,"성동구",0.742212189616253,0.645980523200306,0.135003863836569,0.0570119650835215,0.098548956527661
"67",2019,"성북구",0.16334085778781,0.108196486538094,0.0988867658814497,0.00185681480278946,0.00769147516551936
"68",2019,"송파구",0.328397291196388,0.300338934504487,0.109557443063519,0.0859901341927155,0.0863699083750289
"69",2019,"양천구",0.451467268623025,0.0539908344472026,0.00546510360821613,0.0610489007919076,0
"70",2019,"영등포구",0.991422121896163,0.129320221500859,0.5154499394014,0.265170222658845,0.38816300660043
"71",2019,"용산구",0.417923250564334,0.242791674622876,0.6997445459181,0.124873734633979,0.455759559075844
"72",2019,"은평구",0.145011286681716,0,0.109986665812658,0.0635764941150669,0.085117415658316
"73",2019,"종로구",0.981128668171558,0.982933931640252,1,0.508410276678178,0.885124178761051
"74",2019,"중구",0.527042889390519,1,0.965372704261367,1,1
"75",2019,"중랑구",0.988487584650113,0.188227993125835,0.0624793602917384,0.129921591557204,0.247613298219203
